Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Root","bottle.<genexpr>","bottle.<genexpr>",2,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<genexpr>","str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle.<genexpr>","bottle.<genexpr>",2,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<genexpr>","bottle.<genexpr>",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<genexpr>","bottle._hooks",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<genexpr>","bottle.<genexpr>",2,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<genexpr>","bottle.<genexpr>",2,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<genexpr>","bottle.<genexpr>",63,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<genexpr>","bottle (module)",63,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<genexpr>","bottle.<genexpr>",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<genexpr>","str.join",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.<lambda>","bottle.<lambda>",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<lambda>","bottle.Router.add",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<lambda>","bottle.<lambda>",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<lambda>","bottle.ConfigDict.__setitem__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<lambda>","bottle.<lambda>",9,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<lambda>","bottle.Bottle.install",2,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<lambda>","bottle.route",6,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<lambda>","bottle.run",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.<lambda>","hasattr",9,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.<lambda>","bottle.<lambda>",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<lambda>","re.Pattern.sub",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle.<lambda>","len",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","bottle.<lambda>","re.Match.group",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.<listcomp>","bottle.<listcomp>",7,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<listcomp>","bottle.Bottle.trigger_hook",7,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<listcomp>","bottle.<listcomp>",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<listcomp>","bottle.Router.build",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<listcomp>","bottle.<listcomp>",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<listcomp>","bottle.Router._compile",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.<listcomp>","bottle.<listcomp>",7,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.<listcomp>","bottle.ConfigDict._make_overlay",7,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.AiohttpServer","bottle.AiohttpServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AiohttpServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.AiohttpUVLoopServer","bottle.AiohttpUVLoopServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AiohttpUVLoopServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.AppEngineServer","bottle.AppEngineServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AppEngineServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.AppStack","bottle.AppStack",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AppStack","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.AppStack.__call__","bottle.AppStack.__call__",7,0.01,0.00,0.01,0.00,"bottle.py",
"Caller","bottle.AppStack.__call__","bottle.run",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AppStack.__call__","bottle.wrapper",6,0.01,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.AppStack.__call__","bottle.default",7,0.01,0.00,0.01,0.00,"bottle.py",
"Root","bottle.AppStack.push","bottle.AppStack.push",1,0.00,0.00,0.07,0.00,"bottle.py",
"Caller","bottle.AppStack.push","bottle.default",1,0.00,0.00,0.07,0.00,"bottle.py",
"Callee","bottle.AppStack.push","bottle.Bottle.__init__",1,0.00,0.00,0.07,0.01,"bottle.py",
"Callee","bottle.AppStack.push","isinstance",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","bottle.AppStack.push","list.append",1,0.00,0.00,0.00,0.00,"Unknown",
"Root","bottle.AsyncioServerAdapter","bottle.AsyncioServerAdapter",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AsyncioServerAdapter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.AutoServer","bottle.AutoServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.AutoServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.BaseRequest","bottle.BaseRequest",1,0.00,0.00,0.03,0.01,"bottle.py",
"Caller","bottle.BaseRequest","__build_class__",1,0.00,0.00,0.03,0.01,"builtins",
"Callee","bottle.BaseRequest","bottle.DictProperty.__call__",13,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.BaseRequest","bottle.DictProperty.__init__",13,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.BaseRequest.__init__","bottle.BaseRequest.__init__",1,0.00,0.00,0.01,0.00,"bottle.py",
"Caller","bottle.BaseRequest.__init__","bottle (module)",1,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.BaseRequest.__init__","bottle.BaseRequest.__setattr__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.BaseRequest.__init__","bottle.fget",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.BaseRequest.__setattr__","bottle.BaseRequest.__setattr__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.BaseRequest.__setattr__","bottle.BaseRequest.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.BaseRequest.__setattr__","bottle.fset",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.BaseResponse","bottle.BaseResponse",1,0.00,0.00,0.01,0.01,"bottle.py",
"Caller","bottle.BaseResponse","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Callee","bottle.BaseResponse","bottle.HeaderProperty.__init__",3,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.BaseResponse.__init__","bottle.BaseResponse.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.BaseResponse.__init__","bottle (module)",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.BaseResponse.__init__","bottle._set_status",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.BaseResponse.__init__","bottle.fset",3,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.BaseTemplate","bottle.BaseTemplate",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.BaseTemplate","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.BjoernServer","bottle.BjoernServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.BjoernServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.Bottle","bottle.Bottle",1,0.00,0.00,0.01,0.01,"bottle.py",
"Caller","bottle.Bottle","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Callee","bottle.Bottle","bottle.cached_property.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle","bottle.DictProperty.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle","bottle.lazy_attribute.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.Bottle.__init__","bottle.Bottle.__init__",1,0.00,0.00,0.07,0.01,"bottle.py",
"Caller","bottle.Bottle.__init__","bottle.AppStack.push",1,0.00,0.00,0.07,0.01,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.Bottle.__setattr__",7,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.Bottle.install",2,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.ConfigDict._add_change_listener",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.ConfigDict._make_overlay",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.ConfigDict.update",1,0.00,0.00,0.02,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.JSONPlugin.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.lazy_attribute.__get__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","bottle.ResourceManager.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.__init__","dict.get",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.Bottle.__setattr__","bottle.Bottle.__setattr__",8,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.Bottle.__setattr__","bottle.Bottle.__init__",7,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.Bottle.__setattr__","bottle.TemplatePlugin.setup",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.Bottle.add_route","bottle.Bottle.add_route",6,0.02,0.00,0.05,0.00,"bottle.py",
"Caller","bottle.Bottle.add_route","bottle.decorator",6,0.02,0.00,0.05,0.00,"bottle.py",
"Callee","bottle.Bottle.add_route","bottle.Router.add",6,0.02,0.00,0.05,0.00,"bottle.py",
"Callee","bottle.Bottle.add_route","list.append",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.Bottle.install","bottle.Bottle.install",2,0.00,0.00,0.01,0.00,"bottle.py",
"Caller","bottle.Bottle.install","bottle.Bottle.__init__",2,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.Bottle.install","bottle.<lambda>",2,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.install","bottle.Bottle.reset",2,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.install","bottle.JSONPlugin.setup",1,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.Bottle.install","bottle.TemplatePlugin.setup",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.install","hasattr",4,0.00,0.00,0.00,0.00,"builtins",
"Callee","bottle.Bottle.install","list.append",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.Bottle.post","bottle.Bottle.post",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.Bottle.post","bottle.wrapper",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.post","bottle.route",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.Bottle.reset","bottle.Bottle.reset",2,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.Bottle.reset","bottle.Bottle.install",2,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.reset","bottle.Bottle.trigger_hook",2,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.Bottle.trigger_hook","bottle.Bottle.trigger_hook",7,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.Bottle.trigger_hook","bottle.Bottle.reset",2,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.Bottle.trigger_hook","bottle.ConfigDict._on_change",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.trigger_hook","bottle.<listcomp>",7,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.Bottle.trigger_hook","bottle.cached_property.__get__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.BottleException","bottle.BottleException",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.BottleException","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.cached_property","bottle.cached_property",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.cached_property","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.cached_property.__get__","bottle.cached_property.__get__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.cached_property.__get__","bottle.Bottle.trigger_hook",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.cached_property.__get__","bottle._hooks",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.cached_property.__init__","bottle.cached_property.__init__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.cached_property.__init__","bottle.Bottle",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.cached_property.__init__","bottle.FileUpload",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.cached_property.__init__","bottle.Route",1,0.00,0.00,0.01,0.00,"bottle.py",
"Caller","bottle.cached_property.__init__","bottle.SimpleTemplate",2,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.cached_property.__init__","bottle.update_wrapper",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.CGIServer","bottle.CGIServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.CGIServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.CheetahTemplate","bottle.CheetahTemplate",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.CheetahTemplate","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.CherootServer","bottle.CherootServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.CherootServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.CherryPyServer","bottle.CherryPyServer",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.CherryPyServer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.ConfigDict","bottle.ConfigDict",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.ConfigDict.__init__","bottle.ConfigDict.__init__",8,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.__init__","bottle._global_config",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.__init__","bottle.ConfigDict._make_overlay",7,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.ConfigDict.__setitem__","bottle.ConfigDict.__setitem__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.__setitem__","bottle.ConfigDict.setdefault",4,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.__setitem__","bottle.ConfigDict.update",1,0.00,0.00,0.02,0.01,"bottle.py",
"Callee","bottle.ConfigDict.__setitem__","bottle.<lambda>",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.__setitem__","bottle.ConfigDict._iter_overlays",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.__setitem__","bottle.ConfigDict._on_change",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.__setitem__","bottle.ConfigDict.meta_get",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.__setitem__","isinstance",5,0.00,0.00,0.00,0.00,"builtins",
"Callee","bottle.ConfigDict.__setitem__","set.discard",5,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict._add_change_listener","bottle.ConfigDict._add_change_listener",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._add_change_listener","bottle.Bottle.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._add_change_listener","list.append",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict._define","bottle.ConfigDict._define",4,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._define","bottle.JSONPlugin.setup",4,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._define","bottle.ConfigDict.meta_set",7,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._define","bottle.ConfigDict.setdefault",4,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.ConfigDict._iter_overlays","bottle.ConfigDict._iter_overlays",35,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._iter_overlays","bottle.ConfigDict.__setitem__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._iter_overlays","bottle.ConfigDict._set_virtual",30,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.ConfigDict._make_overlay","bottle.ConfigDict._make_overlay",7,0.00,0.00,0.01,0.00,"bottle.py",
"Caller","bottle.ConfigDict._make_overlay","bottle.Bottle.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._make_overlay","bottle.Route.__init__",6,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.ConfigDict._make_overlay","bottle.<listcomp>",7,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._make_overlay","bottle.ConfigDict.__init__",7,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._make_overlay","bottle.ConfigDict._set_virtual",30,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._make_overlay","list.append",7,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict._on_change","bottle.ConfigDict._on_change",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._on_change","bottle.ConfigDict.__setitem__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._on_change","bottle.Bottle.trigger_hook",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.ConfigDict._set_virtual","bottle.ConfigDict._set_virtual",30,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict._set_virtual","bottle.ConfigDict._make_overlay",30,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._set_virtual","bottle.ConfigDict._iter_overlays",30,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict._set_virtual","set.add",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict.load_dict","bottle.ConfigDict.load_dict",6,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.load_dict","bottle.Route.__init__",6,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.load_dict","dict.items",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict.meta_get","bottle.ConfigDict.meta_get",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.meta_get","bottle.ConfigDict.__setitem__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.meta_get","dict.get",10,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict.meta_set","bottle.ConfigDict.meta_set",8,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.meta_set","bottle._global_config",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.meta_set","bottle.ConfigDict._define",7,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.meta_set","dict.setdefault",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.ConfigDict.setdefault","bottle.ConfigDict.setdefault",4,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.ConfigDict.setdefault","bottle.ConfigDict._define",4,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.ConfigDict.setdefault","bottle.ConfigDict.__setitem__",4,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle.ConfigDict.update","bottle.ConfigDict.update",1,0.00,0.00,0.02,0.00,"bottle.py",
"Caller","bottle.ConfigDict.update","bottle.Bottle.__init__",1,0.00,0.00,0.02,0.00,"bottle.py",
"Callee","bottle.ConfigDict.update","bottle.ConfigDict.__setitem__",1,0.00,0.00,0.02,0.01,"bottle.py",
"Callee","bottle.ConfigDict.update","dict.items",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle.ConfigDict.update","isinstance",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.decorator","bottle.decorator",6,0.02,0.00,0.06,0.00,"bottle.py",
"Caller","bottle.decorator","app (module)",1,0.02,0.00,0.25,0.00,"app.py",
"Caller","bottle.decorator","myform (module)",1,0.00,0.00,0.04,0.01,"myform.py",
"Caller","bottle.decorator","routes (module)",4,0.00,0.00,0.02,0.00,"routes.py",
"Callee","bottle.decorator","bottle.Bottle.add_route",6,0.02,0.00,0.05,0.00,"bottle.py",
"Callee","bottle.decorator","bottle.makelist",12,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle.decorator","bottle.Route.__init__",6,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.decorator","isinstance",6,0.00,0.00,0.00,0.00,"builtins",
"Callee","bottle.decorator","str.upper",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle.decorator","bottle.decorator",3,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.decorator","routes (module)",3,0.00,0.00,0.00,0.00,"routes.py",
"Callee","bottle.decorator","functools.update_wrapper",3,0.00,0.00,0.00,0.00,"functools.py",
"Callee","bottle.decorator","functools.wraps",3,0.00,0.00,0.00,0.00,"functools.py",
"Root","bottle.default","bottle.default",7,0.01,0.00,0.01,0.00,"bottle.py",
"Caller","bottle.default","bottle.AppStack.__call__",7,0.01,0.00,0.01,0.00,"bottle.py",
"Callee","bottle.default","bottle.AppStack.push",1,0.00,0.00,0.07,0.00,"bottle.py",
"Root","bottle.DictProperty","bottle.DictProperty",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.DictProperty","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle.DictProperty.__call__","bottle.DictProperty.__call__",13,0.00,0.00,0.00,0.00,"bottle.py",
